budget,method,record_id,fit_similarity,abs_change,top20
100,head_only,nesso_62a8aadd2445e89def57,0.23595505617977527,0.5457844734191895,False
100,head_only,nesso_7ea657b21ae70a0a108a,0.25,0.5450072288513184,False
100,head_only,nesso_cca3f30095312b42bba8,0.16666666666666666,0.544459342956543,False
100,head_only,nesso_9bc067f4b85fcd4a641e,0.2127659574468085,0.5441293716430664,False
100,head_only,nesso_73e8d120e4c5f14f1a94,0.225,0.5437922477722168,False
100,head_only,nesso_c020cc19e468e178acc4,0.25,0.5435237884521484,False
100,head_only,nesso_5fd14801c11e6ce3d2b0,0.2028985507246377,0.5434932708740234,False
100,head_only,nesso_5457515b028b8fb7ab1b,0.22972972972972974,0.5430212020874023,False
100,head_only,nesso_efe277396db5566144ba,0.2318840579710145,0.5429363250732422,False
100,head_only,nesso_3c9001894c615d9f2df1,0.25,0.5428767204284668,False
100,head_only,nesso_c5f683dca386d4da9f40,0.203125,0.5427742004394531,False
100,head_only,nesso_8600a4f9d23b36106aa8,0.2875,0.5426039695739746,False
100,head_only,nesso_83d15b519adaed0a8dfb,0.21428571428571427,0.5425267219543457,False
100,head_only,nesso_1c766b76a2127f3c7d58,0.24285714285714285,0.5405056476593013,False
100,head_only,nesso_3ea82c605cc4236b0bd1,0.25806451612903225,0.5403425693511963,False
100,head_only,nesso_3588abb62377c248d948,0.2571428571428571,0.5402965545654297,False
100,head_only,nesso_b808525c2b5545cfa793,0.16049382716049382,0.5396041870117188,False
100,head_only,nesso_3d72198b914d6091d36b,0.3194444444444444,0.539374828338623,False
100,head_only,nesso_6affe2581ccfc06ef475,0.2,0.5386533737182617,False
100,head_only,nesso_f47a7ca3f30282c7dede,0.2361111111111111,0.5381813049316406,False
100,head_only,nesso_ca9585546d38825859e0,0.23809523809523808,0.5379314422607422,False
100,head_only,nesso_1787c5c93d53148996c6,0.2,0.5372591018676758,False
100,head_only,nesso_4182517d3dcfc5c12c1e,0.2647058823529412,0.5372285842895508,False
100,head_only,nesso_2742b49ffc6402d892c7,0.21794871794871795,0.5371584892272949,False
