false_positive_rate,true_positive_rate,score_threshold,cohort,threshold,curve,recall,precision
0.11872586872586872,0.20623916811091855,0.3781250119209289,development_all,4.0,roc,,
0.11969111969111969,0.20623916811091855,0.3781028687953949,development_all,4.0,roc,,
0.11969111969111969,0.20883882149046792,0.3760417699813843,development_all,4.0,roc,,
0.12258687258687259,0.20883882149046792,0.3750070929527282,development_all,4.0,roc,,
0.12258687258687259,0.21577123050259966,0.3716124296188354,development_all,4.0,roc,,
0.12355212355212356,0.21577123050259966,0.3715627789497375,development_all,4.0,roc,,
0.12355212355212356,0.22140381282495666,0.3674732446670532,development_all,4.0,roc,,
0.12451737451737452,0.22140381282495666,0.3674558997154236,development_all,4.0,roc,,
0.12451737451737452,0.22660311958405546,0.3641897439956665,development_all,4.0,roc,,
0.12548262548262548,0.22660311958405546,0.3640419244766235,development_all,4.0,roc,,
0.12548262548262548,0.22746967071057192,0.3635912537574768,development_all,4.0,roc,,
0.1274131274131274,0.22746967071057192,0.3630843758583069,development_all,4.0,roc,,
0.1274131274131274,0.22833622183708838,0.3622850775718689,development_all,4.0,roc,,
0.12837837837837837,0.22833622183708838,0.3621206283569336,development_all,4.0,roc,,
0.12837837837837837,0.23440207972270363,0.3589623868465423,development_all,4.0,roc,,
0.12934362934362933,0.23440207972270363,0.3587873578071594,development_all,4.0,roc,,
0.12934362934362933,0.2378682842287695,0.3575385510921478,development_all,4.0,roc,,
0.1303088803088803,0.2378682842287695,0.3575024306774139,development_all,4.0,roc,,
0.1303088803088803,0.2404679376083189,0.3563977181911468,development_all,4.0,roc,,
0.13127413127413126,0.2404679376083189,0.3560498356819153,development_all,4.0,roc,,
0.13127413127413126,0.24090121317157712,0.3559035062789917,development_all,4.0,roc,,
0.13223938223938225,0.24090121317157712,0.3556572198867798,development_all,4.0,roc,,
0.13223938223938225,0.2430675909878683,0.3547636866569519,development_all,4.0,roc,,
0.13320463320463322,0.2430675909878683,0.3547569513320923,development_all,4.0,roc,,
0.13320463320463322,0.2456672443674177,0.3537079393863678,development_all,4.0,roc,,
0.13513513513513514,0.2456672443674177,0.3528216481208801,development_all,4.0,roc,,
0.13513513513513514,0.24696707105719237,0.3520820140838623,development_all,4.0,roc,,
0.1361003861003861,0.24696707105719237,0.3520253300666809,development_all,4.0,roc,,
0.1361003861003861,0.25086655112651646,0.3500848412513733,development_all,4.0,roc,,
